,kPa,kPa,kPa,%vol,%vol,%vol,%vol,%vol,%vol,%vol,%vol,%vol,%vol,%vol,%vol
DateTime,Water potential (1.30 from tree),,,Soil Mositure (1m from tree),,,,Soil Mositure (3m from tree),,,,Soil Mositure (8m from tree),,,
DateTime,25 cm,50 cm,75 cm,25 cm,50 cm,75 cm,100cm,25 cm,50 cm,75 cm,100cm,25 cm,50 cm,75 cm,100cm
01/09/2011 00:00,3.51,4.35,4.95,11.43%,9.15%,8.52%,8.55%,8.03%,10.36%,4.45%,14.45%,7.94%,12.03%,13.25%,13.24%
01/09/2011 01:00,3.5,4.34,4.94,11.40%,9.15%,8.61%,8.64%,7.97%,10.28%,4.51%,14.38%,8.11%,12.03%,13.41%,13.24%
01/09/2011 02:00,3.51,4.35,4.95,11.43%,9.15%,8.62%,8.59%,8.07%,10.32%,4.39%,14.38%,7.94%,12.00%,13.49%,13.24%
01/09/2011 03:00,3.51,4.35,4.94,11.40%,9.15%,8.65%,8.64%,8.11%,10.56%,4.52%,14.38%,8.01%,12.03%,13.33%,13.24%
01/09/2011 04:00,3.51,4.34,4.93,11.58%,9.11%,8.73%,8.64%,8.29%,10.44%,4.51%,14.38%,8.08%,12.03%,13.30%,13.24%
01/09/2011 05:00,3.51,4.34,4.93,11.63%,9.15%,8.52%,8.59%,8.01%,10.28%,4.52%,14.38%,7.86%,12.03%,13.49%,13.24%
01/09/2011 06:00,3.51,4.34,4.93,11.45%,9.15%,8.65%,8.55%,7.96%,10.37%,4.40%,14.38%,7.84%,12.03%,13.25%,13.24%
01/09/2011 07:00,3.5,4.34,4.93,11.41%,9.15%,8.65%,8.55%,8.15%,10.28%,4.52%,14.38%,7.91%,12.03%,13.43%,13.24%
01/09/2011 08:00,3.5,4.34,4.93,11.44%,9.15%,8.66%,8.74%,8.14%,10.61%,4.26%,14.38%,7.94%,12.03%,13.27%,13.24%
01/09/2011 09:00,3.5,4.34,4.93,11.27%,9.15%,8.70%,8.87%,8.01%,10.50%,4.27%,14.38%,7.94%,12.00%,13.49%,13.24%
01/09/2011 10:00,3.51,4.35,4.94,11.30%,9.15%,8.57%,8.63%,7.94%,10.36%,4.38%,14.38%,7.89%,12.03%,13.41%,13.24%
01/09/2011 11:00,3.5,4.34,4.94,11.33%,9.15%,8.56%,8.74%,8.17%,10.45%,4.45%,14.38%,7.58%,12.03%,13.41%,13.24%
01/09/2011 12:00,3.51,4.36,4.96,11.43%,9.15%,8.65%,8.63%,8.00%,10.33%,4.56%,14.38%,7.94%,11.95%,13.30%,13.24%
01/09/2011 13:00,3.5,4.35,4.96,11.29%,9.15%,8.58%,8.55%,8.17%,10.58%,4.45%,14.38%,7.69%,12.07%,13.30%,13.24%
01/09/2011 14:00,3.5,4.36,4.97,11.45%,9.15%,8.48%,8.59%,8.21%,10.41%,4.39%,14.38%,7.87%,11.89%,13.30%,13.24%
01/09/2011 15:00,3.5,4.36,4.97,11.46%,9.15%,8.58%,8.55%,8.39%,10.36%,4.52%,14.38%,7.87%,11.84%,13.17%,13.24%
01/09/2011 16:00,3.5,4.36,4.96,11.26%,9.15%,8.56%,8.63%,8.12%,10.53%,4.39%,14.38%,8.01%,11.84%,13.17%,13.24%
01/09/2011 17:00,3.5,4.35,4.96,11.39%,9.19%,8.35%,8.68%,8.04%,10.56%,4.39%,14.38%,7.86%,11.84%,13.17%,13.24%
01/09/2011 18:00,3.5,4.35,4.95,11.51%,9.29%,8.65%,8.68%,7.94%,10.28%,4.33%,14.38%,7.94%,11.87%,13.17%,13.24%
01/09/2011 19:00,3.5,4.35,4.94,11.33%,9.15%,8.57%,8.63%,8.32%,10.44%,4.52%,14.38%,7.86%,11.93%,13.22%,13.24%
01/09/2011 20:00,3.5,4.34,4.93,11.44%,9.15%,8.65%,8.68%,7.95%,10.40%,4.52%,14.38%,7.94%,11.94%,13.25%,13.24%
01/09/2011 21:00,3.5,4.34,4.93,11.34%,9.10%,8.47%,8.64%,8.06%,10.28%,4.45%,14.38%,7.90%,12.00%,13.33%,13.24%
01/09/2011 22:00,3.51,4.35,4.94,11.34%,9.19%,8.65%,8.55%,8.10%,10.53%,4.46%,14.38%,7.94%,11.96%,13.34%,13.24%
01/09/2011 23:00,3.5,4.33,4.93,11.38%,9.34%,8.65%,8.64%,8.08%,10.36%,4.44%,14.38%,8.01%,11.96%,13.40%,13.24%
02/09/2011 00:00,3.5,4.34,4.93,11.49%,9.10%,8.62%,8.92%,8.00%,10.53%,4.46%,14.38%,8.05%,11.96%,13.23%,13.24%
02/09/2011 01:00,3.51,4.35,4.94,11.26%,9.15%,8.70%,8.92%,8.04%,10.49%,4.46%,14.38%,7.85%,11.96%,13.38%,13.24%
02/09/2011 02:00,3.5,4.34,4.93,11.59%,9.19%,8.61%,8.64%,8.04%,10.40%,4.51%,14.38%,7.80%,11.97%,13.40%,13.24%
02/09/2011 03:00,3.5,4.33,4.93,11.29%,9.06%,8.65%,8.64%,8.08%,10.52%,4.52%,14.38%,7.80%,12.00%,13.43%,13.24%
02/09/2011 04:00,3.5,4.34,4.93,11.39%,9.19%,8.52%,8.64%,8.17%,10.36%,4.45%,14.38%,7.88%,12.04%,13.47%,13.24%
02/09/2011 05:00,3.5,4.34,4.93,11.35%,9.29%,8.58%,8.83%,8.16%,10.36%,4.46%,14.38%,7.97%,12.04%,13.34%,13.24%
02/09/2011 06:00,3.51,4.34,4.94,11.38%,9.19%,8.57%,8.92%,7.96%,10.28%,4.46%,14.38%,7.78%,12.08%,13.47%,13.24%
02/09/2011 07:00,3.51,4.35,4.94,11.41%,9.31%,8.36%,8.74%,8.00%,10.36%,4.52%,14.38%,7.75%,11.97%,13.47%,13.24%
02/09/2011 08:00,3.51,4.34,4.94,11.23%,9.15%,8.62%,8.74%,8.13%,10.44%,4.40%,14.38%,7.89%,12.00%,13.43%,13.24%
02/09/2011 09:00,3.5,4.34,4.94,11.32%,9.27%,8.70%,8.74%,7.95%,10.32%,4.57%,14.38%,7.99%,11.89%,13.42%,13.29%
02/09/2011 10:00,3.5,4.34,4.93,11.40%,9.31%,8.66%,8.74%,7.92%,10.28%,4.58%,14.38%,7.94%,11.98%,13.42%,13.29%
02/09/2011 11:00,3.5,4.34,4.94,11.35%,9.26%,8.65%,8.68%,8.04%,10.28%,4.68%,14.38%,7.76%,11.98%,13.30%,13.24%
02/09/2011 12:00,3.51,4.35,4.95,11.49%,9.48%,8.65%,8.59%,8.18%,10.31%,4.46%,14.38%,7.67%,11.97%,13.29%,13.44%
02/09/2011 13:00,3.5,4.35,4.95,11.46%,9.39%,8.52%,8.59%,7.80%,10.39%,4.52%,14.38%,7.71%,12.01%,13.40%,13.34%
02/09/2011 14:00,3.5,4.35,4.95,11.34%,9.31%,8.70%,8.55%,7.90%,10.25%,4.46%,14.38%,7.91%,11.98%,13.28%,13.37%
02/09/2011 15:00,3.5,4.35,4.96,11.34%,9.30%,8.53%,8.55%,7.80%,10.16%,4.46%,14.38%,7.67%,12.02%,13.28%,13.28%
02/09/2011 16:00,3.5,4.35,4.96,11.39%,9.22%,8.48%,8.74%,7.97%,10.43%,4.52%,14.38%,7.82%,11.91%,13.24%,13.54%
02/09/2011 17:00,3.5,4.35,4.95,11.26%,9.22%,8.73%,8.77%,7.82%,10.24%,4.40%,14.38%,7.80%,11.87%,13.27%,13.58%
02/09/2011 18:00,3.5,4.35,4.95,11.32%,9.22%,8.70%,8.77%,8.03%,10.29%,4.52%,14.38%,7.78%,11.91%,13.24%,13.58%
02/09/2011 19:00,3.51,4.36,4.97,11.37%,9.13%,8.57%,8.74%,7.90%,10.30%,4.46%,14.38%,7.95%,11.79%,13.27%,13.54%
02/09/2011 20:00,3.5,4.35,4.96,11.29%,9.13%,8.65%,8.77%,8.18%,10.24%,4.63%,14.38%,7.91%,11.80%,13.27%,13.58%
02/09/2011 21:00,3.51,4.36,4.96,11.35%,9.13%,8.52%,8.77%,7.77%,10.08%,4.46%,14.38%,8.04%,11.87%,13.36%,13.40%
02/09/2011 22:00,3.51,4.35,4.95,11.35%,9.13%,8.72%,8.77%,8.06%,10.05%,4.46%,14.38%,7.79%,11.87%,13.39%,13.58%
02/09/2011 23:00,3.5,4.33,4.93,11.35%,9.13%,8.65%,8.83%,7.96%,10.08%,4.52%,14.38%,7.90%,11.95%,13.28%,13.58%
03/09/2011 00:00,3.51,4.35,4.94,11.40%,9.16%,8.55%,8.68%,8.10%,10.08%,4.69%,14.38%,7.72%,11.99%,13.32%,13.58%
03/09/2011 01:00,3.5,4.34,4.93,11.44%,9.24%,8.52%,8.72%,7.86%,10.13%,4.39%,14.38%,7.77%,12.01%,13.32%,13.31%
03/09/2011 02:00,3.51,4.34,4.94,11.39%,9.24%,8.72%,8.94%,7.96%,10.26%,4.63%,14.38%,7.83%,11.84%,13.08%,13.31%
03/09/2011 03:00,3.51,4.34,4.94,11.39%,9.24%,8.70%,8.83%,7.81%,10.31%,4.52%,14.38%,7.74%,11.99%,13.16%,13.40%
03/09/2011 04:00,3.5,4.33,4.93,11.31%,9.24%,8.73%,8.72%,7.83%,10.38%,4.52%,14.38%,7.64%,11.95%,13.08%,13.22%
03/09/2011 05:00,3.5,4.33,4.93,11.36%,9.27%,8.73%,8.81%,7.87%,10.22%,4.33%,14.38%,7.85%,11.98%,13.08%,13.22%
03/09/2011 06:00,3.51,4.34,4.93,11.31%,9.27%,8.73%,8.81%,7.87%,10.34%,4.57%,14.38%,7.96%,11.86%,13.08%,13.31%
03/09/2011 07:00,3.51,4.34,4.94,11.27%,9.24%,8.65%,8.72%,8.14%,10.25%,4.47%,14.38%,7.85%,11.79%,13.08%,13.22%
03/09/2011 08:00,3.5,4.33,4.93,11.13%,9.27%,8.51%,8.72%,7.99%,10.29%,4.52%,14.38%,7.85%,11.87%,13.03%,13.22%
03/09/2011 09:00,3.5,4.33,4.93,11.30%,9.27%,8.70%,8.55%,7.70%,10.33%,4.58%,14.38%,7.80%,11.83%,13.11%,13.31%
03/09/2011 10:00,3.51,4.34,4.93,11.29%,9.27%,8.77%,8.55%,8.12%,10.29%,4.46%,14.38%,7.71%,11.87%,13.14%,13.22%
03/09/2011 11:00,3.51,4.34,4.93,11.31%,9.19%,8.68%,8.63%,7.85%,10.22%,4.46%,14.38%,7.67%,11.97%,13.20%,13.22%
03/09/2011 12:00,3.5,4.34,4.93,11.38%,9.27%,8.80%,8.59%,7.74%,10.25%,4.39%,14.38%,7.71%,12.03%,13.17%,13.22%
03/09/2011 13:00,3.51,4.35,4.94,11.46%,9.18%,8.77%,8.67%,7.74%,10.29%,4.46%,14.38%,7.63%,11.95%,13.20%,13.22%
03/09/2011 14:00,3.51,4.35,4.95,11.41%,9.27%,8.64%,8.67%,7.74%,10.16%,4.52%,14.38%,7.59%,11.72%,13.20%,13.32%
03/09/2011 15:00,3.5,4.35,4.95,11.27%,9.18%,8.47%,8.67%,7.85%,10.32%,4.51%,14.38%,7.75%,11.80%,13.20%,13.36%
03/09/2011 16:00,3.5,4.35,4.96,11.28%,9.18%,8.38%,8.67%,7.94%,10.43%,4.52%,14.38%,7.82%,11.75%,13.20%,13.36%
03/09/2011 17:00,3.5,4.35,4.96,11.23%,9.27%,8.47%,8.76%,7.70%,10.38%,4.46%,14.38%,7.86%,11.86%,13.16%,13.36%
03/09/2011 18:00,3.51,4.37,4.98,11.28%,9.18%,8.51%,8.73%,7.70%,10.31%,4.51%,14.38%,7.76%,11.86%,13.30%,13.36%
03/09/2011 19:00,3.5,4.36,4.97,11.36%,9.27%,8.67%,8.71%,8.12%,10.22%,4.51%,14.38%,7.86%,11.84%,13.19%,13.36%
03/09/2011 20:00,3.5,4.36,4.97,11.31%,9.18%,8.46%,8.71%,7.86%,10.26%,4.51%,14.38%,7.92%,11.85%,13.02%,13.36%
03/09/2011 21:00,3.51,4.36,4.96,11.40%,9.09%,8.58%,8.71%,8.05%,10.26%,4.51%,14.38%,7.86%,11.88%,13.10%,13.27%
03/09/2011 22:00,3.51,4.35,4.95,11.41%,9.18%,8.42%,8.71%,7.87%,10.13%,4.51%,14.38%,8.04%,11.81%,13.10%,13.18%
03/09/2011 23:00,3.5,4.34,4.94,11.26%,9.13%,8.38%,8.71%,7.98%,10.00%,4.45%,14.41%,7.99%,11.79%,13.09%,13.27%
04/09/2011 00:00,3.5,4.34,4.93,11.30%,9.13%,8.46%,8.71%,7.89%,10.29%,4.39%,14.38%,7.98%,11.78%,13.09%,13.09%
04/09/2011 01:00,3.5,4.34,4.93,11.31%,9.09%,8.59%,8.71%,7.79%,10.09%,4.51%,14.41%,7.84%,11.78%,13.13%,12.99%
04/09/2011 02:00,3.51,4.35,4.94,11.43%,9.09%,8.34%,8.71%,7.93%,10.13%,4.38%,14.41%,7.94%,11.80%,13.09%,13.09%
04/09/2011 03:00,3.51,4.34,4.93,11.32%,9.18%,8.54%,8.71%,8.15%,10.38%,4.51%,14.38%,7.90%,11.72%,13.18%,12.99%
04/09/2011 04:00,3.5,4.34,4.93,11.43%,9.18%,8.53%,8.71%,8.01%,10.22%,4.51%,14.38%,7.59%,11.87%,13.18%,13.09%
04/09/2011 05:00,3.51,4.34,4.94,11.34%,9.27%,8.42%,8.71%,7.86%,10.13%,4.45%,14.41%,7.79%,11.83%,13.13%,13.10%
04/09/2011 06:00,3.51,4.34,4.94,11.34%,9.27%,8.40%,8.71%,8.08%,10.09%,4.45%,14.38%,7.87%,11.80%,13.13%,13.03%
04/09/2011 07:00,3.5,4.33,4.93,11.33%,9.18%,8.53%,8.71%,7.70%,10.00%,4.50%,14.38%,7.95%,11.76%,13.13%,13.07%
04/09/2011 08:00,3.5,4.33,4.93,11.30%,9.27%,8.46%,8.81%,7.70%,10.38%,4.51%,14.38%,7.82%,11.80%,13.24%,13.10%
04/09/2011 09:00,3.5,4.34,4.93,11.25%,9.09%,8.53%,8.75%,7.70%,10.26%,4.63%,14.38%,7.94%,11.78%,13.17%,13.10%
04/09/2011 10:00,3.5,4.34,4.93,11.29%,9.18%,8.62%,8.71%,7.70%,10.13%,4.50%,14.38%,7.76%,11.81%,13.10%,13.14%
04/09/2011 11:00,3.5,4.34,4.93,11.46%,9.25%,8.49%,8.71%,7.83%,10.20%,4.51%,14.38%,7.62%,11.85%,13.08%,13.14%
04/09/2011 12:00,3.51,4.35,4.94,11.41%,9.08%,8.49%,8.71%,7.93%,10.16%,4.50%,14.38%,7.54%,11.85%,13.12%,13.14%
04/09/2011 13:00,3.5,4.35,4.94,11.45%,9.13%,8.49%,8.75%,7.92%,10.33%,4.51%,14.44%,7.76%,11.88%,13.23%,13.14%
04/09/2011 14:00,3.5,4.35,4.96,11.32%,9.20%,8.53%,8.81%,7.85%,10.32%,4.39%,14.41%,7.67%,11.88%,13.08%,13.14%
04/09/2011 15:00,3.5,4.35,4.96,11.27%,9.06%,8.57%,8.71%,7.74%,10.36%,4.50%,14.41%,7.90%,11.88%,13.08%,13.14%
04/09/2011 16:00,3.49,4.35,4.97,11.18%,9.24%,8.57%,8.85%,7.78%,10.08%,4.50%,14.41%,7.92%,11.92%,13.03%,13.14%
04/09/2011 17:00,3.5,4.36,4.98,11.28%,9.06%,8.49%,8.85%,7.75%,10.19%,4.63%,14.50%,7.86%,11.89%,13.03%,13.14%
04/09/2011 18:00,3.5,4.37,4.99,11.26%,9.06%,8.57%,8.71%,7.85%,10.19%,4.51%,14.44%,7.60%,11.95%,13.03%,13.14%
04/09/2011 19:00,3.5,4.36,4.98,11.25%,9.06%,8.57%,8.90%,7.85%,10.15%,4.26%,14.50%,7.95%,11.99%,13.07%,13.19%
04/09/2011 20:00,3.5,4.37,4.98,11.32%,9.06%,8.57%,8.90%,7.90%,10.22%,4.44%,14.50%,7.93%,11.88%,13.11%,13.14%
04/09/2011 21:00,3.5,4.36,4.97,11.46%,9.06%,8.57%,8.90%,7.95%,10.15%,4.45%,14.50%,7.85%,11.89%,13.07%,13.21%
04/09/2011 22:00,3.5,4.36,4.96,11.33%,9.06%,8.57%,8.90%,7.93%,10.15%,4.45%,14.50%,7.93%,11.88%,13.07%,13.33%
04/09/2011 23:00,3.5,4.35,4.94,11.23%,9.06%,8.40%,8.90%,8.02%,10.22%,4.45%,14.50%,7.97%,11.88%,13.10%,13.33%
05/09/2011 00:00,3.5,4.34,4.93,11.23%,9.06%,8.47%,8.85%,8.30%,10.22%,4.62%,14.50%,7.96%,11.84%,13.21%,13.47%
05/09/2011 01:00,3.51,4.34,4.93,11.36%,9.06%,8.60%,8.85%,7.84%,10.15%,4.50%,14.50%,8.00%,11.88%,13.17%,13.21%
05/09/2011 02:00,3.5,4.34,4.93,11.47%,9.06%,8.56%,8.85%,8.01%,10.20%,4.50%,14.50%,8.11%,11.81%,13.24%,13.28%
05/09/2011 03:00,3.51,4.34,4.94,11.31%,9.06%,8.60%,8.89%,7.82%,10.27%,4.51%,14.50%,7.84%,11.82%,13.28%,13.37%
05/09/2011 04:00,3.51,4.35,4.94,11.27%,9.06%,8.64%,8.89%,7.91%,10.19%,4.55%,14.50%,7.86%,11.81%,13.24%,13.33%
05/09/2011 05:00,3.51,4.35,4.95,11.34%,9.06%,8.56%,8.79%,8.03%,10.20%,4.45%,14.50%,7.79%,11.87%,13.28%,13.42%
05/09/2011 06:00,3.51,4.34,4.94,11.44%,9.06%,8.60%,8.85%,7.80%,10.15%,4.37%,14.50%,7.92%,11.81%,13.28%,13.47%
05/09/2011 07:00,3.51,4.34,4.94,11.37%,9.06%,8.56%,8.90%,8.07%,10.16%,4.29%,14.50%,7.90%,11.78%,13.24%,13.47%
05/09/2011 08:00,3.51,4.34,4.94,11.52%,9.06%,8.56%,8.67%,7.70%,10.24%,4.35%,14.50%,7.67%,11.72%,13.23%,13.28%
05/09/2011 09:00,3.5,4.33,4.93,11.42%,9.06%,8.53%,8.85%,7.97%,10.15%,4.04%,14.50%,7.66%,11.84%,13.28%,13.47%
05/09/2011 10:00,3.5,4.34,4.94,11.45%,9.06%,8.60%,8.80%,8.07%,10.25%,4.06%,14.50%,7.69%,11.85%,13.28%,13.38%
05/09/2011 11:00,3.51,4.34,4.94,11.33%,9.06%,8.60%,8.76%,8.05%,10.26%,4.10%,14.50%,7.62%,11.84%,13.28%,13.47%
05/09/2011 12:00,3.5,4.34,4.93,11.18%,9.06%,8.52%,8.80%,8.00%,10.24%,4.29%,14.50%,7.57%,11.84%,13.28%,13.38%
05/09/2011 13:00,3.5,4.35,4.94,11.30%,9.06%,8.60%,8.83%,7.85%,10.28%,4.24%,14.55%,7.45%,11.92%,13.15%,13.29%
05/09/2011 14:00,3.5,4.36,4.96,11.32%,9.06%,8.46%,8.90%,8.03%,10.11%,4.36%,14.50%,7.78%,11.98%,13.28%,13.24%
05/09/2011 15:00,3.51,4.36,4.98,11.16%,9.06%,8.46%,8.89%,7.95%,10.23%,4.25%,14.50%,7.84%,12.11%,13.27%,13.22%
05/09/2011 16:00,3.5,4.36,4.98,11.13%,9.06%,8.64%,8.85%,8.01%,10.14%,4.36%,14.50%,7.84%,12.07%,13.32%,13.31%
05/09/2011 17:00,3.5,4.37,4.99,11.32%,9.06%,8.60%,9.02%,8.01%,10.22%,4.42%,14.50%,7.83%,11.89%,13.08%,13.26%
05/09/2011 18:00,3.5,4.37,4.99,11.18%,9.06%,8.42%,8.89%,8.06%,10.25%,4.25%,14.50%,7.92%,12.03%,13.03%,13.26%
05/09/2011 19:00,3.51,4.37,5,11.28%,9.06%,8.68%,8.83%,7.83%,10.08%,4.38%,14.50%,7.87%,12.04%,13.02%,13.26%
05/09/2011 20:00,3.51,4.37,5,11.29%,8.97%,8.60%,8.74%,7.88%,10.26%,4.32%,14.50%,8.15%,12.00%,12.96%,13.26%
05/09/2011 21:00,3.5,4.36,4.98,11.46%,9.06%,8.65%,8.69%,7.80%,10.28%,4.37%,14.45%,8.08%,12.08%,13.13%,13.26%
05/09/2011 22:00,3.51,4.36,4.97,11.38%,9.06%,8.42%,8.70%,8.17%,10.22%,4.51%,14.55%,8.23%,11.91%,13.17%,13.16%
05/09/2011 23:00,3.5,4.35,4.95,11.39%,9.06%,8.50%,8.69%,7.95%,10.29%,4.45%,14.58%,8.02%,11.88%,13.17%,13.25%
06/09/2011 00:00,3.51,4.35,4.93,11.41%,9.06%,8.60%,8.65%,8.05%,10.30%,4.37%,14.50%,8.01%,11.88%,13.08%,13.25%
06/09/2011 01:00,3.51,4.34,4.94,11.38%,8.97%,8.46%,8.64%,7.99%,10.26%,4.38%,14.50%,8.01%,11.84%,13.13%,13.25%
06/09/2011 02:00,3.5,4.34,4.93,11.33%,9.06%,8.42%,8.74%,7.80%,10.30%,4.31%,14.53%,8.15%,11.77%,13.08%,13.25%
06/09/2011 03:00,3.51,4.35,4.94,11.38%,9.06%,8.50%,8.74%,7.99%,10.22%,4.38%,14.53%,8.14%,11.75%,13.13%,13.25%
06/09/2011 04:00,3.5,4.34,4.93,11.41%,9.06%,8.46%,8.74%,7.90%,10.17%,4.45%,14.45%,7.79%,11.87%,13.14%,12.98%
06/09/2011 05:00,3.5,4.34,4.94,11.31%,9.06%,8.59%,8.69%,7.89%,10.24%,4.32%,14.50%,7.93%,11.94%,13.10%,13.07%
06/09/2011 06:00,3.51,4.35,4.95,11.46%,9.06%,8.64%,8.74%,7.74%,10.45%,4.37%,14.45%,7.96%,11.98%,13.11%,12.89%
06/09/2011 07:00,3.51,4.35,4.95,11.38%,9.06%,8.55%,8.74%,7.70%,10.23%,4.54%,14.53%,7.89%,12.02%,13.14%,13.16%
06/09/2011 08:00,3.51,4.35,4.95,11.34%,9.06%,8.55%,8.69%,8.02%,10.24%,4.32%,14.50%,7.82%,12.02%,13.13%,13.07%
06/09/2011 09:00,3.51,4.34,4.94,11.30%,9.06%,8.45%,8.69%,8.01%,10.42%,4.50%,14.44%,7.94%,11.98%,13.06%,12.89%
06/09/2011 10:00,3.5,4.34,4.94,11.40%,9.06%,8.59%,8.69%,8.10%,10.14%,4.36%,14.62%,7.72%,12.02%,13.10%,12.93%
06/09/2011 11:00,3.51,4.35,4.94,11.33%,9.06%,8.55%,8.78%,8.00%,10.14%,4.19%,14.56%,7.83%,11.87%,13.06%,12.89%
06/09/2011 12:00,3.5,4.35,4.96,11.26%,9.06%,8.44%,8.69%,8.03%,10.12%,4.30%,14.55%,7.84%,11.80%,13.03%,12.93%
06/09/2011 13:00,3.5,4.37,4.99,11.26%,9.06%,8.41%,8.69%,8.13%,10.30%,4.37%,14.39%,7.80%,11.71%,13.11%,13.04%
06/09/2011 14:00,3.5,4.38,5,11.21%,9.06%,8.46%,8.69%,8.04%,10.29%,4.30%,14.30%,7.93%,11.85%,13.03%,13.00%
06/09/2011 15:00,3.5,4.38,5,11.09%,9.06%,8.37%,8.69%,7.91%,10.37%,4.23%,14.33%,7.86%,11.84%,13.00%,13.04%
06/09/2011 16:00,3.5,4.38,5.01,11.18%,9.06%,8.58%,8.69%,8.01%,10.37%,4.36%,14.38%,7.92%,11.88%,13.14%,13.09%
06/09/2011 17:00,3.49,4.37,5,11.09%,9.06%,8.50%,8.69%,7.92%,10.37%,4.30%,14.42%,8.00%,11.88%,13.10%,13.09%
06/09/2011 18:00,3.5,4.38,5.01,11.28%,8.97%,8.27%,8.74%,7.96%,10.41%,4.30%,14.47%,8.04%,11.84%,13.10%,13.09%
06/09/2011 19:00,3.5,4.38,5.01,11.33%,9.06%,8.40%,8.84%,7.74%,10.25%,4.25%,14.47%,8.07%,11.84%,13.14%,13.04%
06/09/2011 20:00,3.51,4.39,5.02,11.25%,9.06%,8.46%,8.74%,7.80%,10.37%,4.41%,14.47%,8.04%,11.88%,13.21%,13.04%
06/09/2011 21:00,3.5,4.37,5,11.43%,8.97%,8.54%,8.79%,7.90%,10.28%,4.36%,14.42%,8.16%,11.84%,13.10%,13.04%
06/09/2011 22:00,3.51,4.37,4.99,11.41%,9.06%,8.36%,8.84%,8.07%,10.37%,4.53%,14.42%,8.16%,11.81%,13.13%,13.18%
06/09/2011 23:00,3.51,4.36,4.97,11.35%,9.06%,8.64%,8.74%,7.93%,10.28%,4.36%,14.47%,8.09%,11.80%,13.17%,13.13%
07/09/2011 00:00,3.51,4.36,4.95,11.29%,9.06%,8.41%,8.69%,7.89%,10.45%,4.29%,14.42%,8.16%,11.87%,13.17%,13.09%
07/09/2011 01:00,3.51,4.35,4.95,11.42%,9.06%,8.45%,8.79%,8.04%,10.37%,4.36%,14.47%,8.11%,11.88%,13.21%,13.04%
07/09/2011 02:00,3.51,4.35,4.94,11.42%,9.06%,8.51%,8.79%,7.86%,10.17%,4.05%,14.47%,8.14%,11.98%,13.21%,13.13%
07/09/2011 03:00,3.51,4.34,4.94,11.34%,9.06%,8.36%,8.73%,8.08%,10.35%,4.10%,14.47%,8.16%,11.91%,13.21%,13.18%
07/09/2011 04:00,3.51,4.34,4.93,11.34%,9.06%,8.59%,8.69%,7.88%,10.53%,4.22%,14.47%,8.01%,11.94%,13.17%,13.18%
07/09/2011 05:00,3.51,4.34,4.94,11.34%,9.15%,8.67%,8.73%,7.93%,10.49%,4.22%,14.47%,8.05%,12.01%,13.10%,13.13%
07/09/2011 06:00,3.51,4.35,4.94,11.32%,9.15%,8.58%,8.73%,8.04%,10.46%,4.41%,14.47%,8.19%,12.05%,13.12%,13.08%
07/09/2011 07:00,3.51,4.35,4.94,11.32%,9.15%,8.36%,8.80%,8.04%,10.26%,4.41%,14.47%,8.06%,12.05%,13.10%,13.04%
07/09/2011 08:00,3.51,4.35,4.95,11.38%,9.11%,8.33%,8.73%,7.70%,10.49%,4.47%,14.47%,8.02%,12.05%,13.08%,13.18%
07/09/2011 09:00,3.51,4.35,4.95,11.38%,9.11%,8.42%,8.69%,7.79%,10.30%,4.37%,14.42%,7.92%,12.01%,13.00%,13.18%
07/09/2011 10:00,3.51,4.35,4.95,11.28%,9.29%,8.54%,8.73%,7.75%,10.52%,4.18%,14.47%,7.92%,12.05%,13.07%,13.27%
07/09/2011 11:00,3.5,4.35,4.95,11.31%,9.15%,8.53%,8.88%,7.78%,10.47%,4.51%,14.39%,8.14%,12.06%,12.96%,13.18%
07/09/2011 12:00,3.5,4.36,4.97,11.46%,9.04%,8.32%,8.73%,7.91%,10.43%,4.45%,14.39%,7.81%,12.08%,13.04%,13.23%
07/09/2011 13:00,3.51,4.38,4.99,11.37%,8.91%,8.29%,8.76%,7.91%,10.45%,4.50%,14.25%,7.89%,11.93%,13.24%,13.23%
07/09/2011 14:00,3.5,4.38,5,11.25%,9.29%,8.47%,8.69%,7.86%,10.54%,4.50%,14.25%,8.03%,11.83%,13.16%,13.25%
