,kPa,kPa,kPa,%vol,%vol,%vol,%vol,%vol,%vol,%vol,%vol,%vol,%vol,%vol,%vol
DateTime,Water potential (1.30 from tree),,,Soil Mositure (1m from tree),,,,Soil Mositure (3m from tree),,,,Soil Mositure (8m from tree),,,
DateTime,25 cm,50 cm,75 cm,25 cm,50 cm,75 cm,100cm,25 cm,50 cm,75 cm,100cm,25 cm,50 cm,75 cm,100cm
28/09/2011 13:00,3.51,4.37,4.98,11.23%,8.83%,8.24%,8.59%,7.92%,10.30%,4.17%,14.08%,8.01%,12.07%,13.01%,12.51%
28/09/2011 14:00,3.51,4.37,4.99,11.14%,8.96%,8.31%,8.77%,7.97%,10.27%,4.33%,14.21%,8.17%,12.02%,12.82%,12.51%
28/09/2011 15:00,3.51,4.38,5,11.16%,9.05%,8.19%,8.77%,7.92%,10.34%,4.33%,14.13%,8.13%,12.08%,12.93%,12.51%
28/09/2011 16:00,3.52,4.39,5.01,11.28%,9.09%,8.35%,8.49%,7.88%,10.22%,4.33%,14.05%,8.11%,12.01%,12.93%,12.51%
28/09/2011 17:00,3.52,4.39,5.01,11.10%,9.05%,8.48%,8.49%,7.97%,10.31%,4.27%,14.05%,8.28%,11.90%,12.93%,12.51%
28/09/2011 18:00,3.51,4.38,5,11.14%,9.05%,8.35%,8.40%,7.70%,10.18%,4.15%,14.05%,8.23%,11.82%,12.93%,12.51%
28/09/2011 19:00,3.52,4.39,5,11.13%,9.05%,8.40%,8.68%,7.80%,10.18%,4.27%,14.05%,8.35%,11.86%,12.93%,12.51%
28/09/2011 20:00,3.52,4.38,4.99,11.38%,9.05%,8.37%,8.59%,7.80%,10.18%,4.28%,14.05%,8.17%,11.86%,12.77%,12.51%
28/09/2011 21:00,3.52,4.37,4.98,11.37%,8.86%,8.37%,8.59%,7.99%,10.28%,4.28%,14.05%,8.26%,12.05%,12.85%,12.51%
28/09/2011 22:00,3.51,4.37,4.97,11.35%,9.00%,8.26%,8.49%,7.95%,10.14%,4.28%,14.05%,8.26%,11.89%,12.77%,12.51%
28/09/2011 23:00,3.51,4.36,4.96,11.39%,9.05%,8.27%,8.40%,8.01%,10.18%,4.33%,14.12%,8.15%,11.98%,12.77%,12.51%
29/09/2011 00:00,3.52,4.36,4.96,11.44%,8.90%,8.31%,8.49%,7.97%,10.22%,4.32%,14.05%,8.26%,12.08%,12.77%,12.55%
29/09/2011 01:00,3.51,4.36,4.96,11.60%,8.90%,8.41%,8.40%,8.23%,10.09%,4.27%,14.15%,8.26%,12.01%,12.77%,12.51%
29/09/2011 02:00,3.52,4.37,4.97,11.33%,8.96%,8.15%,8.40%,8.21%,10.22%,4.33%,14.08%,8.20%,12.09%,12.69%,12.55%
29/09/2011 03:00,3.52,4.36,4.97,11.37%,9.04%,8.17%,8.40%,7.93%,10.26%,4.27%,14.05%,8.11%,12.04%,12.77%,12.55%
29/09/2011 04:00,3.52,4.36,4.97,11.32%,9.00%,8.41%,8.68%,8.01%,10.23%,4.22%,14.12%,8.23%,11.94%,12.77%,12.51%
29/09/2011 05:00,3.51,4.36,4.96,11.20%,8.98%,8.34%,8.40%,8.42%,10.30%,4.11%,14.05%,8.13%,11.96%,12.77%,12.51%
29/09/2011 06:00,3.51,4.36,4.96,11.36%,8.83%,8.25%,8.40%,7.91%,10.26%,4.23%,14.15%,8.14%,11.96%,12.72%,12.51%
29/09/2011 07:00,3.52,4.37,4.97,11.47%,8.83%,8.24%,8.40%,7.91%,10.26%,4.23%,14.12%,8.22%,11.93%,12.77%,12.55%
29/09/2011 08:00,3.51,4.36,4.96,11.12%,8.92%,8.32%,8.49%,7.90%,10.15%,4.16%,14.12%,8.30%,11.97%,12.85%,12.55%
29/09/2011 09:00,3.52,4.37,4.97,11.17%,8.96%,8.43%,8.40%,8.09%,10.26%,4.22%,14.08%,8.21%,11.96%,12.77%,12.51%
29/09/2011 10:00,3.52,4.37,4.97,11.35%,8.97%,8.30%,8.59%,7.70%,10.31%,4.17%,14.08%,8.12%,11.97%,12.77%,12.51%
29/09/2011 11:00,3.51,4.36,4.96,11.38%,8.84%,8.27%,8.49%,7.80%,10.26%,4.23%,14.12%,8.26%,12.09%,12.77%,12.58%
29/09/2011 12:00,3.51,4.36,4.97,11.34%,9.02%,8.20%,8.49%,7.90%,10.12%,4.38%,14.08%,8.30%,11.98%,12.77%,12.62%
29/09/2011 13:00,3.51,4.37,4.99,11.16%,8.87%,8.22%,8.40%,7.85%,10.24%,4.33%,14.12%,8.14%,12.01%,12.64%,12.66%
29/09/2011 14:00,3.52,4.39,5.01,11.07%,8.92%,8.41%,8.40%,7.90%,10.20%,4.28%,14.05%,8.17%,12.02%,12.77%,12.71%
29/09/2011 15:00,3.51,4.39,5.02,11.18%,8.79%,8.28%,8.40%,7.70%,10.25%,4.38%,14.18%,8.17%,12.08%,12.69%,12.80%
29/09/2011 16:00,3.51,4.39,5.02,11.10%,8.95%,8.43%,8.40%,7.90%,10.23%,4.21%,14.12%,8.17%,12.05%,12.77%,12.76%
29/09/2011 17:00,3.51,4.39,5.02,11.11%,9.01%,8.48%,8.40%,7.90%,10.26%,4.09%,14.18%,8.15%,11.84%,12.77%,12.80%
29/09/2011 18:00,3.5,4.38,5.01,11.15%,8.90%,8.19%,8.44%,8.05%,10.26%,4.14%,14.15%,8.26%,12.01%,12.77%,12.80%
29/09/2011 19:00,3.51,4.39,5.02,11.25%,8.99%,8.45%,8.44%,7.87%,10.26%,4.15%,14.18%,8.16%,11.79%,12.77%,12.76%
29/09/2011 20:00,3.51,4.39,5.01,11.23%,8.90%,8.43%,8.48%,7.97%,10.22%,4.27%,14.18%,8.29%,12.05%,12.77%,12.80%
29/09/2011 21:00,3.51,4.38,5,11.52%,8.86%,8.41%,8.40%,7.90%,10.35%,4.20%,14.18%,8.43%,12.08%,12.77%,12.76%
29/09/2011 22:00,3.51,4.37,4.98,11.37%,8.75%,8.28%,8.44%,7.90%,10.28%,4.38%,14.18%,8.21%,11.98%,12.80%,12.76%
29/09/2011 23:00,3.52,4.37,4.97,11.31%,9.01%,8.22%,8.40%,8.00%,10.32%,4.08%,14.18%,8.23%,11.98%,12.74%,12.80%
30/09/2011 00:00,3.52,4.37,4.97,11.33%,8.93%,8.06%,8.40%,8.10%,10.27%,4.15%,14.18%,8.43%,11.85%,12.77%,12.85%
30/09/2011 01:00,3.51,4.36,4.96,11.27%,9.02%,8.37%,8.40%,8.19%,10.19%,4.27%,14.18%,8.42%,11.85%,12.80%,12.85%
30/09/2011 02:00,3.51,4.36,4.97,11.31%,8.79%,8.37%,8.40%,8.14%,10.28%,4.28%,14.18%,8.11%,11.89%,12.77%,12.85%
30/09/2011 03:00,3.52,4.36,4.97,11.45%,8.92%,8.45%,8.52%,7.90%,10.12%,4.27%,14.10%,8.15%,11.78%,12.77%,12.80%
30/09/2011 04:00,3.52,4.36,4.97,11.33%,9.07%,8.27%,8.40%,7.96%,10.34%,4.26%,14.18%,8.30%,11.87%,12.77%,12.76%
30/09/2011 05:00,3.52,4.36,4.97,11.20%,8.98%,8.26%,8.40%,7.90%,10.24%,4.27%,14.18%,8.11%,11.85%,12.77%,12.80%
30/09/2011 06:00,3.52,4.36,4.97,11.34%,8.98%,8.33%,8.40%,7.94%,10.53%,4.27%,14.18%,8.18%,11.87%,12.77%,12.80%
30/09/2011 07:00,3.51,4.35,4.96,11.56%,9.07%,8.14%,8.44%,8.01%,10.09%,4.17%,14.10%,8.22%,11.82%,12.77%,12.85%
30/09/2011 08:00,3.52,4.36,4.96,11.25%,8.98%,8.40%,8.40%,7.90%,10.34%,4.32%,14.18%,8.04%,11.85%,12.77%,12.71%
30/09/2011 09:00,3.52,4.36,4.96,11.36%,8.89%,8.36%,8.44%,8.04%,10.41%,4.15%,14.18%,8.07%,11.89%,12.77%,12.76%
30/09/2011 10:00,3.51,4.36,4.96,11.38%,9.07%,8.24%,8.49%,8.08%,10.18%,4.17%,14.10%,8.10%,11.89%,12.77%,12.80%
30/09/2011 11:00,3.51,4.36,4.97,11.57%,8.89%,8.36%,8.40%,7.70%,10.29%,4.28%,14.18%,8.20%,11.97%,12.77%,12.80%
30/09/2011 12:00,3.51,4.36,4.97,11.36%,8.98%,8.32%,8.45%,7.98%,10.16%,4.32%,14.01%,8.02%,11.89%,12.77%,12.85%
30/09/2011 13:00,3.51,4.37,4.97,11.19%,8.98%,8.42%,8.40%,7.83%,10.04%,4.28%,14.01%,8.15%,11.89%,12.77%,12.85%
30/09/2011 14:00,3.51,4.38,5,11.13%,8.89%,8.46%,8.40%,7.92%,10.15%,4.33%,14.18%,7.96%,12.07%,12.77%,12.67%
30/09/2011 15:00,3.51,4.38,5,11.10%,8.89%,8.23%,8.40%,7.92%,10.11%,4.15%,13.93%,8.22%,12.02%,12.77%,12.49%
30/09/2011 16:00,3.52,4.4,5.02,11.17%,8.89%,8.15%,8.40%,8.16%,10.17%,6.97%,13.93%,8.02%,12.02%,12.74%,12.58%
30/09/2011 17:00,3.51,4.39,5.01,11.10%,8.79%,8.40%,8.40%,7.89%,10.22%,4.15%,14.10%,8.15%,12.01%,12.77%,12.69%
30/09/2011 18:00,3.51,4.38,5.01,11.15%,8.92%,8.27%,8.45%,7.70%,10.26%,4.10%,13.83%,8.23%,11.78%,12.77%,12.64%
30/09/2011 19:00,3.51,4.39,5.01,11.09%,8.83%,8.27%,8.44%,8.08%,10.22%,4.02%,14.01%,8.15%,11.83%,12.77%,12.73%
30/09/2011 20:00,3.51,4.38,5.01,11.14%,8.84%,8.36%,8.40%,8.08%,10.18%,4.15%,13.83%,8.29%,11.78%,12.77%,12.64%
30/09/2011 21:00,3.52,4.38,5,11.29%,8.88%,8.45%,8.48%,7.80%,10.23%,4.14%,13.83%,8.26%,11.83%,12.77%,12.60%
30/09/2011 22:00,3.52,4.37,4.97,11.34%,8.97%,8.45%,8.40%,7.82%,10.26%,4.20%,14.01%,8.16%,11.80%,12.77%,12.64%
30/09/2011 23:00,3.52,4.36,4.97,11.37%,8.92%,8.21%,8.45%,8.07%,10.30%,4.20%,13.93%,8.15%,11.76%,12.77%,12.64%
01/10/2011 00:00,3.52,4.36,4.96,11.32%,8.89%,8.08%,8.49%,7.89%,10.26%,4.27%,13.83%,8.30%,11.97%,12.80%,12.73%
01/10/2011 01:00,3.51,4.36,4.96,11.21%,8.93%,8.31%,8.40%,8.25%,10.23%,4.21%,13.83%,8.30%,12.04%,12.86%,12.60%
01/10/2011 02:00,3.51,4.36,4.96,11.38%,9.06%,8.27%,8.40%,7.99%,10.22%,4.28%,13.83%,8.24%,12.01%,12.86%,12.78%
01/10/2011 03:00,3.51,4.36,4.97,11.42%,8.92%,8.27%,8.44%,8.03%,10.27%,4.22%,13.83%,8.14%,12.08%,12.80%,12.69%
01/10/2011 04:00,3.51,4.36,4.97,11.33%,8.89%,8.06%,8.40%,8.15%,10.13%,4.27%,13.93%,8.18%,11.99%,12.86%,12.55%
01/10/2011 05:00,3.52,4.37,4.97,11.48%,8.98%,8.36%,8.44%,7.93%,10.22%,4.28%,13.83%,8.15%,12.03%,12.75%,12.64%
01/10/2011 06:00,3.51,4.36,4.96,11.40%,8.98%,8.15%,8.44%,8.03%,10.24%,4.33%,13.93%,8.08%,12.03%,12.77%,12.65%
01/10/2011 07:00,3.52,4.37,4.97,11.41%,8.98%,8.35%,8.40%,7.90%,10.15%,4.21%,14.01%,8.10%,12.02%,12.83%,12.49%
01/10/2011 08:00,3.51,4.36,4.96,11.31%,9.07%,8.13%,8.44%,7.94%,10.24%,4.22%,14.01%,8.18%,11.83%,12.83%,12.53%
01/10/2011 09:00,3.51,4.35,4.95,11.35%,9.07%,8.35%,8.40%,7.99%,10.08%,4.17%,13.83%,8.12%,12.00%,12.80%,12.57%
01/10/2011 10:00,3.51,4.36,4.96,11.42%,8.98%,8.43%,8.48%,7.83%,10.15%,4.16%,13.83%,8.07%,12.02%,12.83%,12.53%
01/10/2011 11:00,3.51,4.36,4.97,11.27%,8.70%,8.28%,8.49%,7.79%,10.37%,4.33%,13.83%,8.17%,11.98%,12.86%,12.64%
01/10/2011 12:00,3.51,4.36,4.97,11.16%,8.98%,8.28%,8.40%,7.88%,10.27%,4.34%,13.83%,8.12%,11.90%,12.83%,12.60%
01/10/2011 13:00,3.51,4.37,4.98,11.22%,8.98%,8.15%,8.44%,8.06%,10.19%,4.28%,13.83%,8.17%,11.83%,12.80%,12.64%
01/10/2011 14:00,3.51,4.38,4.99,11.28%,8.98%,8.03%,8.40%,8.01%,10.21%,4.23%,13.83%,7.98%,11.83%,12.86%,12.64%
01/10/2011 15:00,3.51,4.39,5.01,11.20%,8.97%,8.35%,8.40%,7.92%,10.24%,4.03%,13.83%,7.95%,11.91%,12.83%,12.64%
01/10/2011 16:00,3.52,4.4,5.02,11.31%,8.79%,8.35%,8.40%,7.96%,10.36%,4.09%,13.83%,8.17%,11.94%,12.76%,12.64%
01/10/2011 17:00,3.5,4.39,5.02,11.23%,8.74%,8.48%,8.49%,7.93%,10.30%,4.27%,13.93%,8.10%,11.94%,12.89%,12.64%
01/10/2011 18:00,3.51,4.39,5.02,11.16%,8.81%,8.25%,8.54%,7.83%,10.18%,4.15%,13.83%,8.25%,11.94%,12.86%,12.64%
01/10/2011 19:00,3.51,4.39,5.02,11.10%,8.90%,8.35%,8.49%,7.70%,10.30%,4.15%,13.87%,8.14%,11.94%,12.89%,12.64%
01/10/2011 20:00,3.51,4.39,5.01,11.20%,8.86%,8.32%,8.48%,7.70%,10.42%,4.27%,13.83%,8.04%,11.94%,12.89%,12.64%
01/10/2011 21:00,3.51,4.38,5,11.32%,9.00%,8.40%,8.40%,7.70%,10.10%,4.33%,13.83%,8.30%,11.94%,12.89%,12.64%
01/10/2011 22:00,3.52,4.38,4.99,11.35%,8.90%,8.27%,8.44%,7.90%,10.18%,4.16%,13.88%,8.26%,11.88%,12.73%,12.64%
01/10/2011 23:00,3.51,4.36,4.96,11.45%,8.99%,8.27%,8.40%,8.09%,10.18%,4.38%,13.83%,8.26%,11.94%,12.89%,12.64%
02/10/2011 00:00,3.52,4.37,4.97,11.38%,9.18%,8.36%,8.48%,7.97%,10.18%,4.27%,13.88%,8.30%,11.88%,12.73%,12.64%
02/10/2011 01:00,3.51,4.36,4.96,11.38%,9.24%,8.32%,8.44%,7.92%,10.25%,4.15%,13.83%,8.25%,11.86%,12.62%,12.64%
02/10/2011 02:00,3.51,4.36,4.97,11.38%,8.87%,8.45%,8.49%,7.97%,10.33%,4.20%,13.88%,8.31%,11.83%,12.65%,12.64%
02/10/2011 03:00,3.52,4.36,4.97,11.30%,9.02%,8.35%,8.40%,8.01%,10.29%,4.33%,13.83%,8.06%,11.83%,12.69%,12.64%
02/10/2011 04:00,3.52,4.37,4.98,11.33%,8.83%,8.48%,8.48%,7.82%,10.22%,4.15%,13.87%,8.22%,11.80%,12.60%,12.64%
02/10/2011 05:00,3.52,4.37,4.98,11.28%,9.02%,8.07%,8.48%,7.80%,10.34%,4.32%,13.83%,8.12%,11.86%,12.77%,12.64%
02/10/2011 06:00,3.52,4.37,4.97,11.50%,8.98%,8.45%,8.48%,7.90%,10.26%,4.28%,13.91%,8.23%,11.79%,12.69%,12.64%
02/10/2011 07:00,3.52,4.36,4.96,11.28%,8.98%,8.26%,8.48%,7.80%,10.34%,4.33%,13.87%,8.15%,11.86%,12.65%,12.64%
02/10/2011 08:00,3.52,4.36,4.96,11.35%,9.07%,8.17%,8.48%,7.74%,10.22%,4.28%,13.99%,8.05%,11.87%,12.57%,12.64%
02/10/2011 09:00,3.52,4.36,4.96,11.44%,9.07%,8.24%,8.44%,7.78%,10.19%,4.28%,13.94%,7.99%,11.83%,12.81%,12.64%
02/10/2011 10:00,3.52,4.36,4.96,11.43%,9.07%,8.45%,8.52%,7.82%,10.31%,4.33%,13.83%,8.26%,11.89%,12.65%,12.64%
02/10/2011 11:00,3.51,4.36,4.97,11.33%,8.92%,8.35%,8.53%,7.97%,10.35%,4.28%,13.83%,8.08%,11.89%,12.65%,12.64%
02/10/2011 12:00,3.52,4.37,4.98,11.10%,8.93%,8.45%,8.45%,8.06%,10.22%,4.23%,13.83%,7.95%,11.92%,12.78%,12.55%
02/10/2011 13:00,3.52,4.37,4.98,11.12%,9.01%,8.07%,8.49%,8.04%,10.32%,4.33%,13.87%,7.95%,11.88%,12.77%,12.55%
02/10/2011 14:00,3.51,4.38,4.98,11.19%,8.97%,8.48%,8.48%,7.71%,10.31%,4.08%,13.83%,7.87%,11.94%,12.73%,12.45%
02/10/2011 15:00,3.51,4.38,5,11.19%,9.05%,8.45%,8.45%,7.90%,10.28%,4.21%,13.88%,7.95%,11.94%,12.70%,12.27%
02/10/2011 16:00,3.51,4.38,5.01,11.10%,9.10%,8.25%,8.44%,8.05%,10.26%,4.27%,13.83%,8.06%,11.87%,12.84%,12.31%
02/10/2011 17:00,3.51,4.39,5.01,11.18%,8.95%,8.52%,8.53%,8.05%,10.42%,4.27%,13.87%,8.13%,11.71%,12.64%,12.44%
02/10/2011 18:00,3.51,4.4,5.02,11.29%,8.91%,8.46%,8.58%,7.96%,10.21%,4.21%,13.88%,8.10%,11.71%,12.70%,12.34%
02/10/2011 19:00,3.51,4.38,5.01,11.19%,8.95%,8.30%,8.59%,7.88%,10.21%,4.27%,13.87%,8.20%,11.64%,12.70%,12.31%
02/10/2011 20:00,3.51,4.39,5.01,11.10%,8.96%,8.35%,8.40%,7.78%,10.44%,4.27%,13.88%,8.18%,11.64%,12.70%,12.38%
02/10/2011 21:00,3.51,4.38,4.99,11.20%,9.05%,8.23%,8.40%,7.99%,10.19%,3.91%,13.94%,8.15%,11.64%,12.76%,12.38%
02/10/2011 22:00,3.52,4.37,4.97,11.43%,8.96%,8.48%,8.58%,7.85%,10.13%,4.20%,13.94%,8.28%,11.79%,12.79%,12.42%
02/10/2011 23:00,3.52,4.37,4.97,11.37%,9.05%,8.08%,8.48%,8.17%,10.21%,4.27%,13.94%,8.19%,11.87%,12.79%,12.42%
03/10/2011 00:00,3.52,4.36,4.97,11.20%,9.05%,8.35%,8.53%,7.95%,10.20%,4.15%,13.94%,8.21%,11.87%,12.79%,12.42%
03/10/2011 01:00,3.52,4.36,4.97,11.37%,9.00%,8.39%,8.61%,7.90%,10.09%,4.38%,13.91%,8.14%,11.84%,12.70%,12.34%
03/10/2011 02:00,3.52,4.36,4.97,11.21%,8.95%,8.48%,8.61%,7.90%,10.12%,4.08%,13.88%,8.14%,11.84%,12.83%,12.42%
03/10/2011 03:00,3.52,4.36,4.96,11.32%,8.90%,8.52%,8.52%,7.99%,10.22%,4.09%,13.91%,8.07%,11.84%,12.63%,12.38%
03/10/2011 04:00,3.51,4.36,4.96,11.21%,8.90%,8.39%,8.56%,7.70%,10.25%,4.38%,13.91%,8.15%,11.94%,12.79%,12.42%
03/10/2011 05:00,3.52,4.36,4.97,11.26%,8.91%,8.39%,8.61%,7.70%,10.06%,4.21%,13.88%,8.22%,11.91%,12.71%,12.42%
03/10/2011 06:00,3.51,4.35,4.96,11.44%,9.09%,8.45%,8.56%,7.70%,10.18%,4.20%,13.94%,8.16%,11.94%,12.79%,12.42%
03/10/2011 07:00,3.51,4.35,4.95,11.48%,8.96%,8.45%,8.56%,7.83%,10.18%,4.20%,13.94%,8.15%,11.94%,12.70%,12.42%
03/10/2011 08:00,3.52,4.36,4.96,11.23%,8.95%,8.45%,8.57%,7.92%,10.33%,4.38%,13.98%,8.25%,11.94%,12.74%,12.38%
03/10/2011 09:00,3.51,4.35,4.95,11.38%,8.92%,8.39%,8.61%,8.10%,10.22%,4.27%,13.88%,7.98%,11.94%,12.79%,12.42%
03/10/2011 10:00,3.52,4.36,4.96,11.15%,8.82%,8.34%,8.76%,8.13%,10.29%,4.03%,13.94%,7.95%,11.87%,12.87%,12.42%
03/10/2011 11:00,3.51,4.36,4.97,11.14%,8.95%,8.36%,8.76%,8.03%,10.17%,4.10%,13.94%,7.88%,11.79%,12.66%,12.42%
03/10/2011 12:00,3.51,4.36,4.97,11.21%,8.95%,8.45%,8.71%,7.49%,10.10%,4.21%,13.91%,7.96%,11.79%,12.66%,12.42%
03/10/2011 13:00,3.51,4.37,4.97,11.01%,8.90%,8.34%,8.58%,7.92%,10.09%,4.28%,13.94%,8.11%,11.67%,12.71%,12.42%
03/10/2011 14:00,3.51,4.38,4.99,10.99%,9.00%,8.30%,8.53%,7.69%,10.36%,4.03%,13.94%,7.87%,11.76%,12.74%,12.42%
03/10/2011 15:00,3.51,4.38,5,11.07%,8.87%,8.46%,8.48%,7.65%,10.09%,4.27%,13.94%,8.13%,11.76%,12.74%,12.42%
03/10/2011 16:00,3.51,4.4,5.02,11.04%,8.96%,8.48%,8.56%,7.80%,10.28%,3.97%,13.94%,7.95%,11.72%,12.63%,12.42%
03/10/2011 17:00,3.51,4.38,5.01,11.12%,9.19%,8.36%,8.56%,7.65%,10.08%,4.03%,13.98%,7.92%,11.79%,12.81%,12.42%
03/10/2011 18:00,3.51,4.39,5.02,11.08%,9.11%,8.40%,8.66%,7.85%,10.35%,4.26%,13.98%,8.05%,11.77%,12.66%,12.42%
03/10/2011 19:00,3.51,4.39,5.02,11.14%,9.02%,8.39%,8.61%,7.90%,10.31%,4.03%,13.98%,8.21%,11.78%,12.65%,12.42%
03/10/2011 20:00,3.51,4.39,5.02,11.13%,9.11%,8.43%,8.66%,8.00%,10.22%,4.03%,13.98%,8.07%,11.99%,12.68%,12.45%
03/10/2011 21:00,3.52,4.38,4.99,11.19%,9.11%,8.40%,8.61%,8.05%,10.10%,4.15%,13.98%,7.95%,11.87%,12.68%,12.42%
03/10/2011 22:00,3.51,4.36,4.96,11.30%,9.11%,8.40%,8.66%,7.92%,10.21%,4.15%,13.98%,8.28%,11.87%,12.68%,12.42%
03/10/2011 23:00,3.51,4.36,4.96,11.33%,9.11%,8.48%,8.52%,7.93%,10.29%,4.27%,13.98%,8.22%,11.85%,12.68%,12.42%
04/10/2011 00:00,3.51,4.36,4.96,11.53%,9.02%,8.52%,8.66%,7.79%,10.06%,4.03%,13.98%,8.22%,11.76%,12.68%,12.42%
04/10/2011 01:00,3.52,4.36,4.97,11.37%,9.19%,8.52%,8.52%,7.70%,10.09%,4.15%,13.98%,8.16%,11.76%,12.69%,12.42%
04/10/2011 02:00,3.52,4.37,4.98,11.35%,9.11%,8.52%,8.46%,7.89%,10.18%,3.91%,13.98%,8.12%,11.76%,12.68%,12.42%
04/10/2011 03:00,3.51,4.36,4.96,11.38%,9.11%,8.43%,8.46%,7.70%,10.22%,4.08%,13.98%,8.18%,11.76%,12.72%,12.42%
04/10/2011 04:00,3.53,4.37,4.98,11.41%,9.11%,8.43%,8.32%,7.83%,10.19%,4.03%,13.98%,8.14%,11.76%,12.56%,12.45%
04/10/2011 05:00,3.51,4.36,4.97,11.38%,9.02%,8.33%,8.27%,7.93%,10.15%,3.97%,13.98%,8.16%,11.76%,12.68%,12.42%
04/10/2011 06:00,3.52,4.37,4.97,11.43%,9.02%,8.31%,8.46%,8.06%,10.28%,4.15%,13.98%,8.05%,11.73%,12.69%,12.45%
04/10/2011 07:00,3.52,4.36,4.97,11.16%,9.00%,8.59%,8.46%,8.00%,10.20%,4.25%,13.98%,8.09%,11.76%,12.68%,12.45%
04/10/2011 08:00,3.51,4.35,4.96,11.26%,9.16%,8.47%,8.37%,8.00%,10.17%,4.38%,13.98%,7.83%,11.76%,12.68%,12.45%
04/10/2011 09:00,3.52,4.36,4.96,11.28%,9.00%,8.56%,8.42%,8.18%,10.20%,4.38%,13.98%,7.99%,11.76%,12.68%,12.42%
04/10/2011 10:00,3.52,4.36,4.96,11.27%,8.94%,8.22%,8.43%,7.79%,10.19%,4.27%,13.98%,8.01%,11.68%,12.64%,12.49%
04/10/2011 11:00,3.51,4.36,4.97,11.21%,8.98%,8.38%,8.48%,7.83%,10.31%,4.20%,13.98%,7.95%,11.76%,12.52%,12.53%
04/10/2011 12:00,3.51,4.36,4.97,11.10%,9.11%,8.47%,8.48%,7.87%,10.03%,4.15%,13.98%,7.99%,11.79%,12.68%,12.53%
04/10/2011 13:00,3.51,4.37,4.97,10.88%,8.93%,8.51%,8.43%,7.77%,10.35%,3.91%,13.98%,7.98%,11.82%,12.68%,12.56%
04/10/2011 14:00,3.51,4.38,4.99,11.08%,9.19%,8.55%,8.51%,7.73%,10.22%,4.14%,13.98%,7.99%,11.87%,12.72%,12.56%
04/10/2011 15:00,3.51,4.39,5.01,11.03%,9.11%,8.55%,8.38%,8.06%,10.01%,4.03%,13.98%,8.09%,11.80%,12.68%,12.56%
04/10/2011 16:00,3.51,4.39,5.02,11.00%,9.02%,8.42%,8.61%,7.74%,10.16%,3.85%,13.98%,7.98%,11.61%,12.68%,12.61%
04/10/2011 17:00,3.51,4.38,5.01,11.03%,9.02%,8.43%,8.48%,7.64%,9.96%,4.03%,13.98%,7.96%,11.61%,12.68%,12.66%
04/10/2011 18:00,3.51,4.39,5.02,11.20%,8.84%,8.29%,8.48%,7.78%,9.96%,3.90%,13.98%,8.12%,11.70%,12.72%,12.56%
04/10/2011 19:00,3.51,4.39,5.01,11.21%,8.84%,8.27%,8.57%,7.84%,10.16%,3.90%,13.98%,8.13%,11.70%,12.77%,12.56%
04/10/2011 20:00,3.51,4.39,5.01,11.23%,8.84%,8.47%,8.38%,8.23%,10.07%,3.96%,13.98%,8.01%,11.57%,12.65%,12.47%
04/10/2011 21:00,3.51,4.38,4.99,11.04%,8.84%,8.47%,8.48%,7.95%,10.12%,3.91%,13.98%,8.14%,11.67%,12.81%,12.47%
04/10/2011 22:00,3.51,4.36,4.96,11.22%,8.84%,8.41%,8.48%,8.01%,10.03%,3.91%,13.98%,8.08%,11.61%,12.81%,12.47%
04/10/2011 23:00,3.52,4.37,4.97,11.39%,8.84%,8.42%,8.61%,7.83%,10.00%,4.08%,13.98%,7.96%,11.61%,12.80%,12.52%
05/10/2011 00:00,3.52,4.37,4.97,11.38%,8.93%,8.59%,8.38%,7.79%,10.03%,3.91%,14.01%,7.99%,11.57%,12.85%,12.66%
05/10/2011 01:00,3.52,4.37,4.97,11.38%,9.02%,8.25%,8.38%,7.78%,9.96%,3.91%,13.98%,8.12%,11.62%,12.79%,12.52%
05/10/2011 02:00,3.52,4.37,4.98,11.35%,8.84%,8.41%,8.48%,7.78%,10.16%,4.02%,13.98%,8.22%,11.85%,12.77%,12.61%
05/10/2011 03:00,3.52,4.37,4.97,11.48%,9.02%,8.37%,8.32%,7.97%,10.12%,4.03%,13.98%,8.06%,11.75%,12.93%,12.61%
05/10/2011 04:00,3.52,4.36,4.96,11.41%,8.93%,8.60%,8.33%,7.96%,10.03%,3.90%,13.98%,8.08%,11.89%,12.72%,12.66%
05/10/2011 05:00,3.52,4.36,4.96,11.44%,9.19%,8.42%,8.47%,7.87%,10.33%,4.03%,14.01%,7.99%,11.85%,12.89%,12.56%
05/10/2011 06:00,3.52,4.36,4.97,11.31%,8.93%,8.17%,8.47%,8.01%,9.96%,4.03%,14.01%,8.26%,11.86%,12.82%,12.52%
05/10/2011 07:00,3.52,4.36,4.96,11.16%,9.02%,8.51%,8.42%,7.92%,10.08%,4.26%,13.98%,7.95%,11.88%,12.73%,12.47%
05/10/2011 08:00,3.51,4.35,4.95,11.40%,9.11%,8.25%,8.28%,8.04%,9.88%,4.14%,13.98%,7.95%,11.88%,12.85%,12.43%
05/10/2011 09:00,3.52,4.36,4.95,11.22%,9.19%,8.50%,8.27%,7.84%,10.17%,3.91%,13.98%,7.93%,11.71%,12.89%,12.66%
05/10/2011 10:00,3.51,4.35,4.95,11.09%,8.84%,8.50%,8.51%,7.73%,9.96%,4.14%,13.98%,8.03%,11.66%,12.90%,12.53%
